file,Essay Type,Country,Level,Elaboration N,Elaboration %,Same-Unit N,Same-Unit %,Attribution N,Attribution %,Joint N,Joint %,Enablement N,Enablement %,Background N,Background %,Comparison N,Comparison %,Contrast N,Contrast %,Manner-Means N,Manner-Means %,Temporal N,Temporal %,Condition N,Condition %,Summary N,Summary %,Cause N,Cause %,Topic-Comment N,Topic-Comment %,Evaluation N,Evaluation %,Explanation N,Explanation %,Textual-Organization N,Textual-Organization %,Topic-Change N,Topic-Change %,total lines
W_THA_PTJ0_168_B1_1.txt.json,Jobs,THA,B1_1,17,0.44,4,0.1,3,0.08,2,0.05,0,0.0,4,0.1,0,0.0,5,0.13,0,0.0,0,0.0,0,0.0,0,0.0,1,0.03,0,0.0,0,0.0,3,0.08,0,0.0,0,0.0,39
W_THA_PTJ0_267_B1_1.txt.json,Jobs,THA,B1_1,11,0.48,0,0.0,4,0.17,2,0.09,0,0.0,2,0.09,0,0.0,2,0.09,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.09,0,0.0,0,0.0,23
W_THA_PTJ0_339_B1_1.txt.json,Jobs,THA,B1_1,8,0.32,2,0.08,2,0.08,2,0.08,3,0.12,2,0.08,0,0.0,0,0.0,0,0.0,0,0.0,4,0.16,0,0.0,0,0.0,0,0.0,1,0.04,1,0.04,0,0.0,0,0.0,25
W_THA_PTJ0_297_B1_1.txt.json,Jobs,THA,B1_1,15,0.52,4,0.14,2,0.07,5,0.17,1,0.03,1,0.03,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.03,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,29
W_THA_PTJ0_075_B1_1.txt.json,Jobs,THA,B1_1,21,0.7,2,0.07,1,0.03,0,0.0,0,0.0,1,0.03,0,0.0,2,0.07,0,0.0,0,0.0,0,0.0,0,0.0,1,0.03,0,0.0,0,0.0,2,0.07,0,0.0,0,0.0,30
W_THA_PTJ0_248_B1_1.txt.json,Jobs,THA,B1_1,17,0.55,2,0.06,2,0.06,2,0.06,0,0.0,3,0.1,0,0.0,0,0.0,0,0.0,0,0.0,1,0.03,0,0.0,1,0.03,0,0.0,0,0.0,3,0.1,0,0.0,0,0.0,31
W_THA_PTJ0_238_B1_1.txt.json,Jobs,THA,B1_1,19,0.73,2,0.08,1,0.04,2,0.08,1,0.04,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.04,0,0.0,0,0.0,26
W_THA_PTJ0_394_B1_1.txt.json,Jobs,THA,B1_1,11,0.39,0,0.0,1,0.04,4,0.14,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,0.18,0,0.0,4,0.14,0,0.0,0,0.0,3,0.11,0,0.0,0,0.0,28
W_THA_PTJ0_320_B1_1.txt.json,Jobs,THA,B1_1,20,0.56,2,0.06,5,0.14,2,0.06,0,0.0,1,0.03,0,0.0,1,0.03,0,0.0,0,0.0,0,0.0,0,0.0,1,0.03,0,0.0,0,0.0,4,0.11,0,0.0,0,0.0,36
W_THA_SMK0_117_B1_1.txt.json,Smoking,THA,B1_1,23,0.62,2,0.05,0,0.0,6,0.16,1,0.03,0,0.0,1,0.03,2,0.05,0,0.0,0,0.0,1,0.03,0,0.0,1,0.03,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,37
W_THA_PTJ0_282_B1_1.txt.json,Jobs,THA,B1_1,26,0.74,0,0.0,4,0.11,0,0.0,2,0.06,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.06,0,0.0,0,0.0,0,0.0,0,0.0,1,0.03,0,0.0,0,0.0,35
W_THA_PTJ0_076_B1_1.txt.json,Jobs,THA,B1_1,20,0.61,0,0.0,2,0.06,6,0.18,0,0.0,0,0.0,0,0.0,3,0.09,0,0.0,0,0.0,2,0.06,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,33
W_THA_PTJ0_283_B1_1.txt.json,Jobs,THA,B1_1,16,0.48,0,0.0,2,0.06,8,0.24,4,0.12,0,0.0,0,0.0,1,0.03,0,0.0,0,0.0,1,0.03,0,0.0,0,0.0,0,0.0,0,0.0,1,0.03,0,0.0,0,0.0,33
W_THA_SMK0_389_B1_1.txt.json,Smoking,THA,B1_1,24,0.69,0,0.0,2,0.06,6,0.17,0,0.0,0,0.0,0,0.0,1,0.03,0,0.0,0,0.0,0,0.0,0,0.0,1,0.03,0,0.0,0,0.0,1,0.03,0,0.0,0,0.0,35
W_THA_PTJ0_245_B1_1.txt.json,Jobs,THA,B1_1,19,0.53,2,0.06,3,0.08,4,0.11,3,0.08,3,0.08,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.06,0,0.0,0,0.0,36
W_THA_SMK0_139_B1_1.txt.json,Smoking,THA,B1_1,23,0.88,0,0.0,0,0.0,0,0.0,1,0.04,0,0.0,0,0.0,1,0.04,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.04,0,0.0,0,0.0,26
W_THA_SMK0_107_B1_1.txt.json,Smoking,THA,B1_1,17,0.53,0,0.0,4,0.12,6,0.19,1,0.03,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.03,0,0.0,1,0.03,0,0.0,0,0.0,2,0.06,0,0.0,0,0.0,32
W_THA_SMK0_041_B1_1.txt.json,Smoking,THA,B1_1,14,0.41,2,0.06,2,0.06,10,0.29,0,0.0,0,0.0,0,0.0,2,0.06,0,0.0,0,0.0,3,0.09,0,0.0,0,0.0,0,0.0,0,0.0,1,0.03,0,0.0,0,0.0,34
W_THA_SMK0_211_B1_1.txt.json,Smoking,THA,B1_1,20,0.48,2,0.05,3,0.07,6,0.14,0,0.0,0,0.0,0,0.0,3,0.07,0,0.0,0,0.0,6,0.14,0,0.0,1,0.02,0,0.0,0,0.0,1,0.02,0,0.0,0,0.0,42
W_THA_SMK0_227_B1_1.txt.json,Smoking,THA,B1_1,19,0.68,0,0.0,3,0.11,2,0.07,1,0.04,0,0.0,0,0.0,1,0.04,0,0.0,0,0.0,1,0.04,0,0.0,0,0.0,0,0.0,1,0.04,0,0.0,0,0.0,0,0.0,28
W_THA_SMK0_333_B1_1.txt.json,Smoking,THA,B1_1,7,0.23,2,0.07,2,0.07,5,0.17,0,0.0,3,0.1,0,0.0,1,0.03,0,0.0,1,0.03,1,0.03,0,0.0,3,0.1,0,0.0,2,0.07,3,0.1,0,0.0,0,0.0,30
W_THA_SMK0_283_B1_1.txt.json,Smoking,THA,B1_1,17,0.63,0,0.0,4,0.15,0,0.0,0,0.0,0,0.0,0,0.0,6,0.22,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,27
W_THA_SMK0_020_B1_1.txt.json,Smoking,THA,B1_1,18,0.58,0,0.0,3,0.1,4,0.13,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.1,0,0.0,0,0.0,0,0.0,0,0.0,3,0.1,0,0.0,0,0.0,31
W_THA_SMK0_354_B1_1.txt.json,Smoking,THA,B1_1,18,0.72,0,0.0,1,0.04,2,0.08,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.04,0,0.0,1,0.04,0,0.0,0,0.0,2,0.08,0,0.0,0,0.0,25
W_THA_PTJ0_331_B1_1.txt.json,Jobs,THA,B1_1,17,0.65,0,0.0,2,0.08,0,0.0,1,0.04,0,0.0,0,0.0,1,0.04,0,0.0,0,0.0,3,0.12,0,0.0,0,0.0,0,0.0,0,0.0,2,0.08,0,0.0,0,0.0,26
W_THA_SMK0_250_B1_1.txt.json,Smoking,THA,B1_1,23,0.72,2,0.06,1,0.03,0,0.0,0,0.0,1,0.03,0,0.0,0,0.0,0,0.0,0,0.0,2,0.06,0,0.0,0,0.0,0,0.0,0,0.0,3,0.09,0,0.0,0,0.0,32
W_THA_SMK0_109_B1_1.txt.json,Smoking,THA,B1_1,13,0.42,2,0.06,3,0.1,6,0.19,0,0.0,0,0.0,0,0.0,1,0.03,0,0.0,0,0.0,2,0.06,0,0.0,0,0.0,0,0.0,0,0.0,4,0.13,0,0.0,0,0.0,31
W_THA_SMK0_083_B1_1.txt.json,Smoking,THA,B1_1,15,0.42,4,0.11,4,0.11,4,0.11,2,0.06,1,0.03,1,0.03,2,0.06,0,0.0,0,0.0,0,0.0,0,0.0,1,0.03,0,0.0,0,0.0,2,0.06,0,0.0,0,0.0,36
W_THA_PTJ0_253_B1_1.txt.json,Jobs,THA,B1_1,24,0.63,0,0.0,1,0.03,6,0.16,0,0.0,2,0.05,0,0.0,0,0.0,0,0.0,0,0.0,2,0.05,0,0.0,1,0.03,0,0.0,0,0.0,2,0.05,0,0.0,0,0.0,38
W_THA_SMK0_220_B1_1.txt.json,Smoking,THA,B1_1,16,0.48,4,0.12,2,0.06,5,0.15,0,0.0,0,0.0,0,0.0,4,0.12,0,0.0,0,0.0,0,0.0,1,0.03,0,0.0,0,0.0,0,0.0,1,0.03,0,0.0,0,0.0,33
W_THA_PTJ0_227_B1_1.txt.json,Jobs,THA,B1_1,14,0.5,0,0.0,3,0.11,4,0.14,2,0.07,1,0.04,0,0.0,0,0.0,0,0.0,0,0.0,1,0.04,0,0.0,1,0.04,0,0.0,0,0.0,2,0.07,0,0.0,0,0.0,28
W_THA_SMK0_149_B1_1.txt.json,Smoking,THA,B1_1,23,0.52,0,0.0,4,0.09,8,0.18,1,0.02,0,0.0,0,0.0,4,0.09,0,0.0,0,0.0,2,0.05,0,0.0,0,0.0,0,0.0,0,0.0,2,0.05,0,0.0,0,0.0,44
W_THA_SMK0_021_B1_1.txt.json,Smoking,THA,B1_1,15,0.48,2,0.06,4,0.13,2,0.06,0,0.0,0,0.0,0,0.0,2,0.06,0,0.0,0,0.0,2,0.06,0,0.0,2,0.06,0,0.0,0,0.0,2,0.06,0,0.0,0,0.0,31
W_THA_SMK0_024_B1_1.txt.json,Smoking,THA,B1_1,32,0.58,0,0.0,2,0.04,16,0.29,1,0.02,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.05,0,0.0,0,0.0,1,0.02,0,0.0,0,0.0,55
W_THA_SMK0_176_B1_1.txt.json,Smoking,THA,B1_1,24,0.59,2,0.05,3,0.07,2,0.05,0,0.0,2,0.05,0,0.0,3,0.07,0,0.0,0,0.0,3,0.07,0,0.0,0,0.0,0,0.0,0,0.0,2,0.05,0,0.0,0,0.0,41
W_THA_PTJ0_043_B1_1.txt.json,Jobs,THA,B1_1,12,0.4,0,0.0,3,0.1,2,0.07,0,0.0,0,0.0,0,0.0,3,0.1,0,0.0,0,0.0,4,0.13,0,0.0,2,0.07,0,0.0,0,0.0,4,0.13,0,0.0,0,0.0,30
W_THA_PTJ0_286_B1_1.txt.json,Jobs,THA,B1_1,17,0.52,4,0.12,3,0.09,0,0.0,2,0.06,2,0.06,0,0.0,0,0.0,0,0.0,0,0.0,2,0.06,0,0.0,1,0.03,0,0.0,0,0.0,2,0.06,0,0.0,0,0.0,33
W_THA_PTJ0_400_B1_1.txt.json,Jobs,THA,B1_1,13,0.43,6,0.2,0,0.0,4,0.13,0,0.0,0,0.0,0,0.0,2,0.07,0,0.0,0,0.0,3,0.1,0,0.0,1,0.03,0,0.0,0,0.0,1,0.03,0,0.0,0,0.0,30
W_THA_PTJ0_078_B1_1.txt.json,Jobs,THA,B1_1,25,0.68,0,0.0,2,0.05,2,0.05,0,0.0,0,0.0,0,0.0,3,0.08,0,0.0,0,0.0,2,0.05,0,0.0,0,0.0,0,0.0,0,0.0,3,0.08,0,0.0,0,0.0,37
W_THA_SMK0_347_B1_1.txt.json,Smoking,THA,B1_1,21,0.55,2,0.05,2,0.05,8,0.21,1,0.03,1,0.03,1,0.03,0,0.0,0,0.0,0,0.0,2,0.05,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,38
W_THA_PTJ0_020_B1_1.txt.json,Jobs,THA,B1_1,16,0.52,2,0.06,2,0.06,6,0.19,0,0.0,0,0.0,0,0.0,1,0.03,0,0.0,1,0.03,1,0.03,0,0.0,1,0.03,0,0.0,0,0.0,1,0.03,0,0.0,0,0.0,31
W_THA_SMK0_047_B1_1.txt.json,Smoking,THA,B1_1,16,0.62,0,0.0,3,0.12,2,0.08,0,0.0,0,0.0,0,0.0,1,0.04,0,0.0,0,0.0,2,0.08,0,0.0,0,0.0,0,0.0,0,0.0,2,0.08,0,0.0,0,0.0,26
W_THA_SMK0_060_B1_1.txt.json,Smoking,THA,B1_1,23,0.66,0,0.0,3,0.09,4,0.11,1,0.03,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.06,0,0.0,0,0.0,0,0.0,0,0.0,2,0.06,0,0.0,0,0.0,35
W_THA_PTJ0_384_B1_1.txt.json,Jobs,THA,B1_1,19,0.59,0,0.0,0,0.0,2,0.06,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.06,4,0.12,0,0.0,4,0.12,0,0.0,0,0.0,1,0.03,0,0.0,0,0.0,32
W_THA_SMK0_395_B1_1.txt.json,Smoking,THA,B1_1,8,0.31,2,0.08,2,0.08,10,0.38,0,0.0,1,0.04,0,0.0,0,0.0,0,0.0,0,0.0,1,0.04,0,0.0,0,0.0,0,0.0,0,0.0,2,0.08,0,0.0,0,0.0,26
W_THA_PTJ0_124_B1_1.txt.json,Jobs,THA,B1_1,26,0.62,0,0.0,5,0.12,4,0.1,2,0.05,1,0.02,0,0.0,1,0.02,0,0.0,1,0.02,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.05,0,0.0,0,0.0,42
W_THA_PTJ0_329_B1_1.txt.json,Jobs,THA,B1_1,18,0.41,6,0.14,5,0.11,8,0.18,1,0.02,1,0.02,0,0.0,1,0.02,0,0.0,0,0.0,2,0.05,0,0.0,0,0.0,0,0.0,0,0.0,2,0.05,0,0.0,0,0.0,44
W_THA_PTJ0_372_B1_1.txt.json,Jobs,THA,B1_1,16,0.53,0,0.0,1,0.03,9,0.3,0,0.0,2,0.07,0,0.0,0,0.0,0,0.0,0,0.0,1,0.03,0,0.0,0,0.0,0,0.0,0,0.0,1,0.03,0,0.0,0,0.0,30
W_THA_SMK0_246_B1_1.txt.json,Smoking,THA,B1_1,22,0.58,4,0.11,4,0.11,2,0.05,0,0.0,0,0.0,0,0.0,1,0.03,0,0.0,0,0.0,4,0.11,0,0.0,0,0.0,0,0.0,0,0.0,1,0.03,0,0.0,0,0.0,38
W_THA_SMK0_394_B1_1.txt.json,Smoking,THA,B1_1,13,0.5,0,0.0,0,0.0,10,0.38,1,0.04,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.08,0,0.0,0,0.0,26
W_THA_SMK0_101_B1_1.txt.json,Smoking,THA,B1_1,16,0.42,0,0.0,5,0.13,12,0.32,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.05,0,0.0,0,0.0,0,0.0,0,0.0,3,0.08,0,0.0,0,0.0,38
W_THA_PTJ0_389_B1_1.txt.json,Jobs,THA,B1_1,28,0.88,0,0.0,2,0.06,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.06,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,32
W_THA_PTJ0_312_B1_1.txt.json,Jobs,THA,B1_1,15,0.38,4,0.1,0,0.0,11,0.28,2,0.05,0,0.0,0,0.0,1,0.03,0,0.0,0,0.0,1,0.03,0,0.0,3,0.08,0,0.0,0,0.0,2,0.05,0,0.0,0,0.0,39
W_THA_PTJ0_269_B1_1.txt.json,Jobs,THA,B1_1,17,0.52,4,0.12,3,0.09,2,0.06,1,0.03,1,0.03,0,0.0,1,0.03,0,0.0,0,0.0,2,0.06,0,0.0,1,0.03,0,0.0,0,0.0,1,0.03,0,0.0,0,0.0,33
W_THA_PTJ0_176_B1_1.txt.json,Jobs,THA,B1_1,18,0.42,0,0.0,5,0.12,8,0.19,3,0.07,0,0.0,0,0.0,1,0.02,0,0.0,0,0.0,5,0.12,0,0.0,1,0.02,0,0.0,0,0.0,2,0.05,0,0.0,0,0.0,43
W_THA_PTJ0_134_B1_1.txt.json,Jobs,THA,B1_1,23,0.79,2,0.07,0,0.0,0,0.0,1,0.03,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.07,0,0.0,0,0.0,0,0.0,0,0.0,1,0.03,0,0.0,0,0.0,29
W_THA_SMK0_278_B1_1.txt.json,Smoking,THA,B1_1,17,0.45,4,0.11,4,0.11,4,0.11,1,0.03,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.08,0,0.0,0,0.0,0,0.0,0,0.0,5,0.13,0,0.0,0,0.0,38
W_THA_SMK0_018_B1_1.txt.json,Smoking,THA,B1_1,19,0.61,2,0.06,2,0.06,4,0.13,0,0.0,1,0.03,0,0.0,1,0.03,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.06,0,0.0,0,0.0,31
W_THA_PTJ0_060_B1_1.txt.json,Jobs,THA,B1_1,16,0.64,0,0.0,0,0.0,4,0.16,1,0.04,1,0.04,0,0.0,0,0.0,0,0.0,1,0.04,0,0.0,0,0.0,2,0.08,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,25
W_THA_PTJ0_143_B1_1.txt.json,Jobs,THA,B1_1,13,0.45,2,0.07,0,0.0,6,0.21,1,0.03,0,0.0,0,0.0,2,0.07,0,0.0,0,0.0,4,0.14,0,0.0,0,0.0,0,0.0,0,0.0,1,0.03,0,0.0,0,0.0,29
W_THA_PTJ0_355_B1_1.txt.json,Jobs,THA,B1_1,18,0.5,2,0.06,3,0.08,4,0.11,1,0.03,2,0.06,0,0.0,0,0.0,0,0.0,0,0.0,2,0.06,0,0.0,1,0.03,0,0.0,0,0.0,3,0.08,0,0.0,0,0.0,36
W_THA_SMK0_286_B1_1.txt.json,Smoking,THA,B1_1,19,0.56,0,0.0,2,0.06,4,0.12,2,0.06,0,0.0,0,0.0,3,0.09,0,0.0,0,0.0,1,0.03,0,0.0,1,0.03,0,0.0,0,0.0,2,0.06,0,0.0,0,0.0,34
W_THA_PTJ0_346_B1_1.txt.json,Jobs,THA,B1_1,14,0.4,6,0.17,2,0.06,4,0.11,1,0.03,1,0.03,0,0.0,0,0.0,0,0.0,0,0.0,6,0.17,0,0.0,1,0.03,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,35
W_THA_SMK0_129_B1_1.txt.json,Smoking,THA,B1_1,22,0.73,0,0.0,3,0.1,0,0.0,0,0.0,1,0.03,0,0.0,0,0.0,0,0.0,0,0.0,1,0.03,0,0.0,0,0.0,0,0.0,0,0.0,3,0.1,0,0.0,0,0.0,30
W_THA_SMK0_373_B1_1.txt.json,Smoking,THA,B1_1,18,0.51,2,0.06,3,0.09,4,0.11,0,0.0,0,0.0,0,0.0,3,0.09,0,0.0,0,0.0,1,0.03,0,0.0,2,0.06,0,0.0,0,0.0,2,0.06,0,0.0,0,0.0,35
W_THA_SMK0_259_B1_1.txt.json,Smoking,THA,B1_1,15,0.44,0,0.0,4,0.12,10,0.29,0,0.0,1,0.03,0,0.0,2,0.06,0,0.0,0,0.0,1,0.03,0,0.0,0,0.0,0,0.0,0,0.0,1,0.03,0,0.0,0,0.0,34
W_THA_PTJ0_396_B1_1.txt.json,Jobs,THA,B1_1,16,0.53,0,0.0,5,0.17,4,0.13,0,0.0,0,0.0,0,0.0,2,0.07,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.1,0,0.0,0,0.0,30
W_THA_SMK0_050_B1_1.txt.json,Smoking,THA,B1_1,15,0.58,0,0.0,2,0.08,6,0.23,1,0.04,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.08,0,0.0,0,0.0,26
W_THA_SMK0_134_B1_1.txt.json,Smoking,THA,B1_1,20,0.74,0,0.0,1,0.04,2,0.07,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.04,0,0.0,0,0.0,0,0.0,0,0.0,3,0.11,0,0.0,0,0.0,27
W_THA_SMK0_094_B1_1.txt.json,Smoking,THA,B1_1,13,0.46,4,0.14,1,0.04,2,0.07,0,0.0,2,0.07,0,0.0,0,0.0,0,0.0,2,0.07,2,0.07,0,0.0,1,0.04,0,0.0,0,0.0,1,0.04,0,0.0,0,0.0,28
W_THA_PTJ0_131_B1_1.txt.json,Jobs,THA,B1_1,16,0.41,2,0.05,4,0.1,6,0.15,3,0.08,0,0.0,0,0.0,3,0.08,0,0.0,0,0.0,1,0.03,0,0.0,0,0.0,0,0.0,0,0.0,4,0.1,0,0.0,0,0.0,39
W_THA_SMK0_277_B1_1.txt.json,Smoking,THA,B1_1,22,0.71,0,0.0,3,0.1,0,0.0,0,0.0,0,0.0,0,0.0,1,0.03,0,0.0,0,0.0,4,0.13,0,0.0,0,0.0,0,0.0,0,0.0,1,0.03,0,0.0,0,0.0,31
W_THA_SMK0_334_B1_1.txt.json,Smoking,THA,B1_1,18,0.67,0,0.0,3,0.11,6,0.22,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,27
W_THA_PTJ0_221_B1_1.txt.json,Jobs,THA,B1_1,16,0.52,2,0.06,1,0.03,6,0.19,0,0.0,1,0.03,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.1,0,0.0,0,0.0,2,0.06,0,0.0,0,0.0,31
W_THA_SMK0_269_B1_1.txt.json,Smoking,THA,B1_1,18,0.55,1,0.03,2,0.06,6,0.18,1,0.03,1,0.03,0,0.0,3,0.09,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.03,0,0.0,0,0.0,33
W_THA_PTJ0_392_B1_1.txt.json,Jobs,THA,B1_1,13,0.42,2,0.06,0,0.0,10,0.32,0,0.0,0,0.0,0,0.0,1,0.03,0,0.0,0,0.0,4,0.13,0,0.0,0,0.0,0,0.0,0,0.0,1,0.03,0,0.0,0,0.0,31
W_THA_SMK0_383_B1_1.txt.json,Smoking,THA,B1_1,21,0.5,2,0.05,1,0.02,8,0.19,0,0.0,2,0.05,0,0.0,0,0.0,0,0.0,0,0.0,2,0.05,0,0.0,0,0.0,0,0.0,1,0.02,5,0.12,0,0.0,0,0.0,42
W_THA_SMK0_248_B1_1.txt.json,Smoking,THA,B1_1,15,0.71,0,0.0,0,0.0,4,0.19,0,0.0,0,0.0,0,0.0,1,0.05,0,0.0,0,0.0,1,0.05,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,21
W_THA_PTJ0_175_B1_1.txt.json,Jobs,THA,B1_1,19,0.51,2,0.05,5,0.14,2,0.05,2,0.05,1,0.03,0,0.0,2,0.05,0,0.0,0,0.0,2,0.05,0,0.0,0,0.0,0,0.0,0,0.0,2,0.05,0,0.0,0,0.0,37
W_THA_SMK0_191_B1_1.txt.json,Smoking,THA,B1_1,19,0.79,0,0.0,3,0.12,0,0.0,0,0.0,0,0.0,0,0.0,2,0.08,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,24
W_THA_PTJ0_352_B1_1.txt.json,Jobs,THA,B1_1,26,0.72,0,0.0,1,0.03,2,0.06,1,0.03,0,0.0,0,0.0,1,0.03,0,0.0,1,0.03,2,0.06,0,0.0,1,0.03,0,0.0,0,0.0,1,0.03,0,0.0,0,0.0,36
W_THA_PTJ0_236_B1_1.txt.json,Jobs,THA,B1_1,24,0.57,0,0.0,5,0.12,2,0.05,1,0.02,0,0.0,0,0.0,2,0.05,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,0.19,0,0.0,0,0.0,42
W_THA_PTJ0_074_B1_1.txt.json,Jobs,THA,B1_1,21,0.57,4,0.11,1,0.03,2,0.05,3,0.08,1,0.03,0,0.0,1,0.03,0,0.0,0,0.0,2,0.05,0,0.0,0,0.0,0,0.0,0,0.0,2,0.05,0,0.0,0,0.0,37
W_THA_PTJ0_261_B1_1.txt.json,Jobs,THA,B1_1,11,0.37,5,0.17,4,0.13,4,0.13,0,0.0,0,0.0,0,0.0,2,0.07,0,0.0,0,0.0,1,0.03,0,0.0,0,0.0,0,0.0,0,0.0,3,0.1,0,0.0,0,0.0,30
W_THA_PTJ0_241_B1_1.txt.json,Jobs,THA,B1_1,12,0.44,0,0.0,3,0.11,2,0.07,4,0.15,1,0.04,0,0.0,0,0.0,0,0.0,0,0.0,1,0.04,0,0.0,2,0.07,0,0.0,0,0.0,2,0.07,0,0.0,0,0.0,27
W_THA_SMK0_175_B1_1.txt.json,Smoking,THA,B1_1,19,0.54,4,0.11,4,0.11,0,0.0,1,0.03,1,0.03,0,0.0,4,0.11,0,0.0,1,0.03,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.03,0,0.0,0,0.0,35
W_THA_PTJ0_067_B1_1.txt.json,Jobs,THA,B1_1,18,0.62,2,0.07,1,0.03,0,0.0,1,0.03,3,0.1,0,0.0,1,0.03,0,0.0,1,0.03,2,0.07,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,29
W_THA_PTJ0_109_B1_1.txt.json,Jobs,THA,B1_1,19,0.61,0,0.0,4,0.13,2,0.06,0,0.0,1,0.03,0,0.0,3,0.1,0,0.0,0,0.0,1,0.03,0,0.0,0,0.0,0,0.0,0,0.0,1,0.03,0,0.0,0,0.0,31
W_THA_SMK0_098_B1_1.txt.json,Smoking,THA,B1_1,34,0.65,0,0.0,5,0.1,8,0.15,1,0.02,3,0.06,0,0.0,1,0.02,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,52
W_THA_PTJ0_191_B1_1.txt.json,Jobs,THA,B1_1,11,0.28,6,0.15,2,0.05,4,0.1,1,0.03,0,0.0,0,0.0,5,0.12,0,0.0,1,0.03,3,0.07,0,0.0,3,0.07,0,0.0,0,0.0,4,0.1,0,0.0,0,0.0,40
W_THA_SMK0_105_B1_1.txt.json,Smoking,THA,B1_1,15,0.54,0,0.0,2,0.07,4,0.14,2,0.07,1,0.04,0,0.0,0,0.0,0,0.0,0,0.0,2,0.07,0,0.0,1,0.04,0,0.0,0,0.0,1,0.04,0,0.0,0,0.0,28
W_THA_PTJ0_381_B1_1.txt.json,Jobs,THA,B1_1,13,0.38,0,0.0,3,0.09,8,0.24,1,0.03,0,0.0,2,0.06,1,0.03,0,0.0,0,0.0,1,0.03,0,0.0,0,0.0,0,0.0,0,0.0,5,0.15,0,0.0,0,0.0,34
W_THA_PTJ0_254_B1_1.txt.json,Jobs,THA,B1_1,15,0.54,0,0.0,1,0.04,2,0.07,0,0.0,4,0.14,0,0.0,1,0.04,0,0.0,1,0.04,1,0.04,0,0.0,0,0.0,0,0.0,0,0.0,3,0.11,0,0.0,0,0.0,28
W_THA_PTJ0_276_B1_1.txt.json,Jobs,THA,B1_1,18,0.5,0,0.0,3,0.08,8,0.22,2,0.06,1,0.03,0,0.0,1,0.03,0,0.0,0,0.0,0,0.0,0,0.0,1,0.03,0,0.0,0,0.0,2,0.06,0,0.0,0,0.0,36
